296, ADDED, "frequently conversed with", 3
298, REMOVED, "many questions concerning my design; and", 7
299, ADDED, "on mine&comma; which", 4
301, REMOVED, "related my little history frankly", 5
302, ADDED, "communicated", 1
304, ADDED, "without disguise", 2
306, REMOVED, "appeared pleased with the confidence&comma; and suggested several alterations", 10
307, ADDED, "entered attentively into all my arguments", 6
309, ADDED, "favour of ", 2
311, REMOVED, "plan", 1
312, ADDED, "eventual success", 2
314, REMOVED, "which", 1
315, ADDED, "and into every minute detail of the measures", 8
317, REMOVED, "shall find exceedingly useful", 4
318, ADDED, "had taken to secure it", 5
320, REMOVED, "There is no pedantry in his manner; but all", 10
321, ADDED, "I was easily led by the sympathy which", 8
323, REMOVED, "does appears", 2
324, ADDED, "evinced&comma;", 2
326, REMOVED, "spring solely from", 3
327, ADDED, "use", 1
329, REMOVED, "interest he instinctively takes in", 5
330, ADDED, "language of my heart; to give utterance to", 9
332, REMOVED, "welfare", 1
333, ADDED, "burning ardour", 2
335, REMOVED, "those who surround him. He is often overcome by gloom&comma;", 12
336, ADDED, "my soul;", 3
338, REMOVED, "then he sits by himself&comma; and tries ", 8
340, REMOVED, "overcome", 1
341, ADDED, "say&comma; with", 3
343, ADDED, "the fervour ", 2
345, REMOVED, "is sullen or unsocial in his humour", 7
346, ADDED, "warmed me&comma; how gladly I would sacrifice my fortune&comma; my existence&comma; my every hope&comma; to the furtherance of my enterprise", 24
348, REMOVED, "These paroxysms pass from him like", 6
349, ADDED, "One man's life or death were but", 9
351, REMOVED, "cloud from before", 3
352, ADDED, "small price to pay for", 5
354, REMOVED, "sun", 1
355, ADDED, "acquirement of the knowledge which I sought; for the dominion I should acquire and transmit over the elemental foes of our race. As I spoke", 27
357, REMOVED, "though his dejection never leaves him", 6
358, ADDED, "a dark gloom spread over my listener's countenance", 10
360, ADDED, "At first ", 2
362, REMOVED, "have endeavoured", 2
363, ADDED, "perceived that he tried", 4
365, REMOVED, "win", 1
366, ADDED, "suppress", 1
368, REMOVED, "confidence", 1
369, ADDED, "emotion", 1
371, ADDED, "he placed his hands before his eyes; ", 8
373, ADDED, "my voice quivered and failed me&comma; as ", 8
375, REMOVED, "trust that I have succeeded", 5
376, ADDED, "beheld tears trickle fast from between his fingers&comma;—a groan burst from his heaving breast", 17
378, REMOVED, "One day ", 2
380, REMOVED, "mentioned to him the desire I had always felt", 9
381, ADDED, "paused;—at length he spoke&comma; in broken accents:—&quot;Unhappy man! Do you share my madness? Have you drank also", 27
383, REMOVED, "finding a friend who might sympathize with", 7
384, ADDED, "the intoxicating draught? Hear", 5
386, REMOVED, " and direct", 2
387, ADDED, "—let", 2
389, REMOVED, "by his counsel. I said", 6
390, ADDED, "reveal my tale", 3
392, REMOVED, "I did not belong to", 5
393, ADDED, "and you will dash the cup from your lips!&quot;<br><br>Such words&comma; you may imagine&comma; strongly excited my curiosity; but the paroxysm of grief", 28
395, REMOVED, "class", 1
396, ADDED, "had seized the stranger overcame his weakened powers&comma; and many hours", 12
398, REMOVED, "men who are offended by advice", 6
399, ADDED, "repose and tranquil conversation were necessary to restore his composure", 10
401, REMOVED, " &quot;I am self-educated", 6
402, ADDED, "<br><br>Having conquered the violence of his feelings", 7
404, ADDED, "he appeared to despise himself for being the slave of passion; ", 12
406, REMOVED, "perhaps I hardly rely sufficiently upon", 6
407, ADDED, "quelling the dark tyranny of despair&comma; he led me again to converse concerning myself personally. He asked me the history of", 23
409, REMOVED, "own powers", 2
410, ADDED, "earlier years", 2
412, ADDED, "The tale was quickly told: but it awakened various trains of reflection. ", 14
414, REMOVED, "wish therefore that", 3
415, ADDED, "spoke of", 2
417, REMOVED, "companion should be wiser and", 5
418, ADDED, "desire of finding a friend—of my thirst for a", 11
420, REMOVED, "experienced", 1
421, ADDED, "intimate sympathy with a fellow mind", 6
423, REMOVED, "myself&comma;", 2
424, ADDED, "had ever fallen", 3
426, REMOVED, "confirm and support me", 4
427, ADDED, "my lot", 2
429, REMOVED, "nor have I believed it impossible to find", 8
430, ADDED, "and expressed my conviction that", 5
432, REMOVED, "true friend", 2
433, ADDED, "man could boast of little happiness&comma; who did not enjoy this blessing", 13
435, REMOVED, "<br><br>&quot;", 1
437, REMOVED, "&comma;", 1
438, ADDED, ";", 1
440, REMOVED, "in believing that friendship is not only a desirable", 9
441, ADDED, "we are unfashioned creatures", 4
443, ADDED, "half made up&comma; if one wiser&comma; better&comma; dearer than ourselves—such ", 15
445, REMOVED, "possible acquisition", 2
446, ADDED, "friend ought to be—do not lend his aid to perfectionate our weak and faulty natures", 17
448, REMOVED, "—", 1
450, ADDED, "&comma; ", 1
452, REMOVED, "laugh", 1
453, ADDED, "smile", 1
455, REMOVED, "If you do", 3
456, ADDED, "You would not", 3
458, ADDED, "if ", 1
460, REMOVED, "must have certainly lost that simplicity which was once your characteristic charm", 12
461, ADDED, "saw him", 2
463, REMOVED, "Yet", 1
464, ADDED, "You have been tutored and refined by books and retirement from the world", 13
466, REMOVED, "if", 1
467, ADDED, "and", 1
469, REMOVED, "will", 1
470, ADDED, "are", 1
472, REMOVED, "smile at", 2
473, ADDED, "therefore&comma; somewhat fastidious; but this only renders you", 10
475, REMOVED, "warmth", 1
476, ADDED, "more fit to appreciate the extraordinary merits", 7
478, REMOVED, "my expressions", 2
479, ADDED, "this wonderful man. Sometimes I have endeavoured to discover what quality it is which he possesses", 17
481, REMOVED, "while", 1
482, ADDED, "that elevates him so immeasurably above any other person", 9
484, REMOVED, "find every day new", 4
485, ADDED, "ever knew. I believe it to be an intuitive discernment; a quick but never-failing power of judgment; a penetration into the", 26
487, ADDED, "of things&comma; unequalled ", 4
489, REMOVED, "repeating them", 2
490, ADDED, "clearness and precision; add to this a facility of expression&comma; and a voice whose varied intonations are soul-subduing music", 23
492, REMOVED, "19th&comma;", 2
493, ADDED, "19.", 2
495, REMOVED, "once", 1
496, ADDED, "at one time", 3
498, REMOVED, "misfortunes", 1
499, ADDED, "disasters", 1
501, REMOVED, "&comma;", 1
502, ADDED, ";", 1
504, REMOVED, "if", 1
505, ADDED, "when I reflect that", 4
507, REMOVED, "inclined", 1
508, ADDED, "pursuing the same course", 4
510, REMOVED, "listen", 1
511, ADDED, "exposing yourself", 2
513, ADDED, "the same dangers which have rendered me what I am&comma; I imagine that you may deduce an apt moral from ", 21
515, REMOVED, ". I believe", 3
516, ADDED, "; one", 2
518, REMOVED, "the strange incidents connected with it will afford a view of nature&comma; which ", 14
520, REMOVED, "enlarge", 1
521, ADDED, "direct you if you succeed in", 6
523, REMOVED, "faculties", 1
524, ADDED, "undertaking&comma;", 2
526, REMOVED, "understanding", 1
527, ADDED, "console you in case of failure", 6
529, REMOVED, "You will", 2
530, ADDED, "Prepare to", 2
532, REMOVED, "powers and ", 2
534, ADDED, "which are usually deemed marvellous. Were we among the tamer scenes of nature", 14
536, REMOVED, "such as you have been accustomed", 6
537, ADDED, "I might fear", 3
539, REMOVED, "believe impossible:", 3
540, ADDED, "encounter your unbelief&comma; perhaps your ridicule;", 8
542, ADDED, "many things will appear possible in these wild and mysterious regions&comma; which would provoke the laughter of those unacquainted with the ever-varied powers of nature:—nor can ", 32
544, REMOVED, "do not ", 2
546, ADDED, "but ", 1
548, REMOVED, "conceive", 1
549, ADDED, "imagine", 1
551, REMOVED, "engaged", 1
552, ADDED, "imperatively occupied by my duties", 5
554, REMOVED, "<br><br>FRANKENSTEIN", 1
555, ADDED, " Even now&comma; as I commence my task&comma; his full-toned voice swells in my ears", 18
557, REMOVED, "<br>OR", 1
558, ADDED, " his lustrous eyes dwell on me with all their melancholy sweetness; I see his thin hand raised in animation", 20
560, REMOVED, "<br>THE MODERN PROMETHEUS", 3
561, ADDED, " while the lineaments of his face are irradiated by the soul within", 12
563, ADDED, "Strange and harrowing must be his story; frightful the storm which embraced the gallant vessel on its course&comma; and wrecked it—thus!<br><br>", 26
565, ADDED, "&comma; ", 1
567, REMOVED, "and it", 2
568, ADDED, "a variety of circumstances had prevented his marrying early&comma; nor", 11
570, REMOVED, "not", 1
571, ADDED, "it", 1
573, REMOVED, "thought of marrying&comma;", 4
574, ADDED, "became a husband", 3
576, REMOVED, "bestowing on ", 2
578, REMOVED, "state sons who might carry his virtues and his name down to posterity", 13
579, ADDED, "father of a family", 4
581, REMOVED, "grieved also for", 3
582, ADDED, "bitterly deplored", 2
584, REMOVED, "loss of", 2
585, ADDED, "false pride which led", 4
587, REMOVED, "society&comma; and resolved", 4
588, ADDED, "friend", 1
590, ADDED, "a conduct so little worthy of the affection that united them. He lost no time in endeavouring to ", 19
592, REMOVED, " and endeavour to persuade", 4
593, ADDED, "&comma; with the hope of persuading", 6
595, ADDED, "&comma; ", 1
597, ADDED, "&comma; ", 1
599, REMOVED, "&comma;", 1
600, ADDED, ";", 1
602, ADDED, "&comma; ", 1
604, REMOVED, "When", 1
605, ADDED, "There was a considerable difference between the ages of", 9
607, REMOVED, "father became", 2
608, ADDED, "parents&comma; but this circumstance seemed to unite them only closer in bonds of devoted affection. There was", 19
610, REMOVED, "husband and a parent", 4
611, ADDED, "sense of justice in my father's upright mind", 10
613, ADDED, "which rendered it necessary that ", 5
615, REMOVED, "found his time so occupied by", 6
616, ADDED, "should approve highly to love strongly. Perhaps during former years he had suffered from", 15
618, REMOVED, "duties", 1
619, ADDED, "late-discovered unworthiness", 4
621, REMOVED, "his new situation", 3
622, ADDED, "one beloved", 2
624, REMOVED, "that he relinquished many", 4
625, ADDED, "and so was disposed to set a greater value on tried worth. There was a show", 17
627, ADDED, "gratitude and worship in ", 4
629, REMOVED, "public employments", 2
630, ADDED, "attachment to my mother", 4
632, ADDED, "differing wholly from the doating fondness of age&comma; for it was inspired by reverence for her virtues&comma; ", 19
634, REMOVED, "devoted himself", 2
635, ADDED, "a desire", 2
637, ADDED, "be ", 1
639, REMOVED, "education", 1
640, ADDED, "means", 1
642, ADDED, "&comma; in some degree&comma; recompensing her for the sorrows she had endured&comma; but which gave inexpressible grace to ", 20
644, REMOVED, "children", 1
645, ADDED, "behaviour to her", 3
647, REMOVED, "Of these I", 3
648, ADDED, "Every thing", 2
650, ADDED, "made to yield to her wishes and her convenience. He strove to shelter her&comma; as a fair exotic is sheltered by ", 23
652, REMOVED, "eldest", 1
653, ADDED, "gardener", 1
655, ADDED, "from every rougher wind&comma; ", 5
657, ADDED, "to surround her with all that could tend to excite pleasurable emotion in her soft and benevolent mind. Her health&comma; and even ", 24
659, REMOVED, "destined successor", 2
660, ADDED, "tranquillity of her hitherto constant spirit&comma; had been shaken by what she had gone through. During the two years that had elapsed previous", 25
662, ADDED, "their marriage my father had gradually relinquished ", 7
664, REMOVED, "labours", 1
665, ADDED, "public functions;", 3
667, REMOVED, "utility", 1
668, ADDED, "immediately after their union they sought the pleasant climate of Italy&comma; and the change of scene and interest attendant on a tour through that land of wonders&comma; as a restorative for her weakened frame", 36
670, REMOVED, " No creature could have more tender parents than mine. My improvement", 12
671, ADDED, "<br><br>From Italy they visited Germany", 5
673, REMOVED, "health were", 2
674, ADDED, "France. I&comma;", 4
676, REMOVED, "constant care", 2
677, ADDED, "eldest child", 2
679, REMOVED, "especially", 1
